report_id,site,narrative
OIL-2026-00720,Drilling Rig Delta,Trench collapsed during Chemical Exposure excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00721,Refinery Unit B,Worker observed not wearing full PPE during Minor maintenance issues in the safe zone. Reminded and complied.
OIL-2026-00722,Maintenance Yard,Scaffold tag was red but workers were seen preparing for Fire on it. Intervened before access.
OIL-2026-00723,Terminal Operations,"Worker reported feeling unwell after Lifting Operations. Might be related, might be food poisoning. The contractor was late to the shift."
OIL-2026-00724,Offshore Platform Alpha,"Loud bang heard near Dropped Objects unit, but no damage found and no one saw anything."
OIL-2026-00725,Pipeline Sector 4,Scaffold tag was red but workers were seen preparing for Overpressure on it. Intervened before access.
OIL-2026-00726,Refinery Unit B,Minor oil weepage noticed on valve body during Minor maintenance issues. Cleaned and tightened.
OIL-2026-00727,Maintenance Yard,Found some fluid on teh deck near Minor maintenance issues. Not sure if water or oil. (Note: Please fix teh AC in teh control room it is too hot).
OIL-2026-00728,Pipeline Sector 4,Someone said the pressure was high during Dropped Objects. Need to investigate further.
OIL-2026-00729,Terminal Operations,"While performing Minor maintenance issues, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00730,Pipeline Sector 4,Arc flash occurred during Vehicle Movement in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00731,Maintenance Yard,Found some fluid on the deck near Overpressure. Not sure if water or oil. Lunch had just finished.
OIL-2026-00732,Pipeline Sector 4,Slight trip hazard identified at Gas Releases location due to uneven grating. Marked with high-viz tape.
OIL-2026-00733,Maintenance Yard,"During routine Hot Work inspection, noticed minor debris which was cleared immediately."
OIL-2026-00734,Maintenance Yard,"Hydraulic hose burst during Lifting Operations, spraying fluid across the deck. Operator was wearing face shield, no injury. It was raining heavily at the time."
OIL-2026-00735,Maintenance Yard,"Hydraulic hose burst during Hot Work, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00736,Offshore Platform Alpha,Small localized smoldering fire observed during Working at Height hot work. Extinguished immediately with local fire watch.
OIL-2026-00737,Pipeline Sector 4,"Crane slewed unexpectedly during Overpressure, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-00738,Refinery Unit B,Worker observed not wearing full PPE during Minor maintenance issues in the safe zone. Reminded and complied.
OIL-2026-00739,Terminal Operations,Major hydrocarbon gas release during Confined Space. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00740,Pipeline Sector 4,Found some fluid on the deck near Working at Height. Not sure if water or oil.
OIL-2026-00741,Drilling Rig Delta,Small localized smoldering fire observed during Gas Releases hot work. Extinguished immediately with local fire watch.
OIL-2026-00742,Drilling Rig Delta,Small localized smoldering fire observed during Chemical Exposure hot work. Extinguished immediately with local fire watch.
OIL-2026-00743,Refinery Unit B,Fire extinguisher tag missing in the Vehicle Movement zone. Replaced by safety officer.
OIL-2026-00744,Terminal Operations,Slight trip hazard identified at PPE observations location due to uneven grating. Marked with high-viz tape.
OIL-2026-00745,Pipeline Sector 4,"Vehicle struck a pedestrian crossing the yard during Process Upsets. Severe trauma sustained, medevac initiated. The contractor was late to the shift."
OIL-2026-00746,Terminal Operations,"Catastrophic failure of lifting gear during Dropped Objects. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00747,Pipeline Sector 4,"Vehicle struck a pedestrian crossing teh yard during Routine inspections. Severe trauma sustained, medevac initiated."
OIL-2026-00748,Maintenance Yard,"Catastrophic failure of lifting gear during Working at Height. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00749,Offshore Platform Alpha,Routine Confined Space completed without any safety incidents.
OIL-2026-00750,Refinery Unit B,Contractor found entering restricted Process Upsets area without a valid permit. Escorted out and work stopped.
OIL-2026-00751,Maintenance Yard,"While performing Electrical Hazards, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00752,Maintenance Yard,Completed daily Energy Isolation / LOTO checks. All parameters normal.
OIL-2026-00753,Refinery Unit B,Someone said teh pressure ws high during Energy Isolation / LOTO. Need to investigate further.
OIL-2026-00754,Pipeline Sector 4,Contractor dropped something during Chemical Exposure. Didn't see what it was.
OIL-2026-00755,Offshore Platform Alpha,"While performing Housekeeping, a heavy wrench slipped and struck teh scaffolding tube near teh worker's head. Near miss."
OIL-2026-00756,Refinery Unit B,Scaffold tag was red but workers were seen preparing for PPE observations on it. Intervened before access.
OIL-2026-00757,Terminal Operations,Worker bypassed machine guard during Vehicle Movement to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-00758,Terminal Operations,Received report of incident during Housekeeping. Could not verify details.
OIL-2026-00759,Maintenance Yard,Major hydrocarbon gas release during Housekeeping. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00760,Terminal Operations,Fire extinguisher tag missing in the Electrical Hazards zone. Replaced by safety officer.
OIL-2026-00761,Offshore Platform Alpha,"Vehicle struck a pedestrian crossing the yard during Electrical Hazards. Severe trauma sustained, medevac initiated."
OIL-2026-00762,Refinery Unit B,Worker observed not wearing full PPE during Chemical Exposure in the safe zone. Reminded and complied.
OIL-2026-00763,Maintenance Yard,Scaffold tag was red but workers were seen preparing for Excavation on it. Intervened before access.
OIL-2026-00764,Drilling Rig Delta,"Loud bang heard near Chemical Exposure unit, but no damage found and no one saw anything."
OIL-2026-00765,Terminal Operations,Trench collapsed during Confined Space excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00766,Refinery Unit B,Someone said the pressure was high during Minor maintenance issues. Need to investigate further. The supervisor was not present.
OIL-2026-00767,Refinery Unit B,Contractor dropped something during Excavation. Didn't see what it was.
OIL-2026-00768,Offshore Platform Alpha,Worker fell 5 meters during Fire because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00769,Offshore Platform Alpha,"While performing Simultaneous Operations, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00770,Maintenance Yard,Trench collapsed during Fire excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00771,Terminal Operations,Worker fell 5 meters during Simultaneous Operations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00772,Maintenance Yard,Minor oil weepage noticed on valve body during Minor maintenance issues. Cleaned and tightened. The shift was almost over.
OIL-2026-00773,Pipeline Sector 4,"Worker reported feeling unwell after Fire. Might be related, might be food poisoning."
OIL-2026-00774,Drilling Rig Delta,Arc flash occurred during Housekeeping in teh main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00775,Terminal Operations,Received report of incident during Minor maintenance issues. Could not verify details.
OIL-2026-00776,Terminal Operations,"Loud bang heard near Chemical Exposure unit, but no damage found and no one saw anything."
OIL-2026-00777,Terminal Operations,Fire extinguisher tag missing in the Simultaneous Operations zone. Replaced by safety officer.
OIL-2026-00778,Maintenance Yard,Routine Process Upsets completed without any safety incidents.
OIL-2026-00779,Pipeline Sector 4,Contractor found entering restricted Hot Work area without a valid permit. Escorted out and work stopped.
OIL-2026-00780,Pipeline Sector 4,"Worker reported feeling unwell after Lifting Operations. Might be related, might be food poisoning."
OIL-2026-00781,Terminal Operations,Found some fluid on the deck near Housekeeping. Not sure if water or oil.
OIL-2026-00782,Offshore Platform Alpha,"During routine Minor maintenance issues inspection, noticed minor debris which was cleared immediately."
OIL-2026-00783,Drilling Rig Delta,"Worker reported feeling unwell after Chemical Exposure. Might be related, might be food poisoning."
OIL-2026-00784,Terminal Operations,Handrail paint was peeling near the Fire sector. Maintenance request submitted.
OIL-2026-00785,Maintenance Yard,Worker observed not wearing full PPE during Overpressure in the safe zone. Reminded and complied.
OIL-2026-00786,Terminal Operations,The gauge looked weird during Minor maintenance issues. We left it alone.
OIL-2026-00787,Offshore Platform Alpha,Slight trip hazard identified at Housekeeping location due to uneven grating. Marked with high-viz tape.
OIL-2026-00788,Refinery Unit B,Slight trip hazard identified at Hydrocarbon Leaks location due to uneven grating. Marked with high-viz tape.
OIL-2026-00789,Offshore Platform Alpha,Small localized smoldering fire observed during Gas Releases hot work. Extinguished immediately with local fire watch.
OIL-2026-00790,Drilling Rig Delta,"Loud bang heard near Gas Releases unit, but no damage found and no one saw anything."
OIL-2026-00791,Terminal Operations,Routine Process Upsets completed without any safety incidents.
OIL-2026-00792,Offshore Platform Alpha,Worker bypassed machine guard during Housekeeping to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-00793,Drilling Rig Delta,The gauge looked weird during Excavation. We left it alone.
OIL-2026-00794,Pipeline Sector 4,"Worker reported feeling unwell after Dropped Objects. Might be related, might be food poisoning. The contractor was late to the shift."
OIL-2026-00795,Offshore Platform Alpha,Small localized smoldering fire observed during Working at Height hot work. Extinguished immediately with local fire watch.
